Name,City,State,Zip,Bank,BankState,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,LowDoc,Sector,ApprovalMonth,IsFranchise,clean_DisbursementGross,MIS_Status,clean_ChgOffPrinGr,clean_GrAppv,clean_SBA_Appv
CORMIER ART GALLERY,PITTSFIELD,MA,1201,BANK OF AMERICA NATL ASSOC,RI,84,1,0,0,0,0,0,0,0,Jun,0,21000.0,1,0.0,21000.0,18900.0
"F.M. KUZMESKUS, INC.",TURNER FALLS,MA,1376,GREENFIELD SAVINGS BANK,MA,240,52,0,0,0,0,0,0,48,Jul,0,700000.0,1,0.0,700000.0,525000.0
Alto Technologies Corp.,LEOMINSTER,MA,1453,SANTANDER BANK NATL ASSOC,MA,84,10,0,5,15,1,0,0,31,Aug,0,225000.0,1,0.0,225000.0,168750.0
FORT-CICA/ROOFING & GENERAL CO,BRONX (BOROUGH OF NEW YORK),NY,1454,BANK OF AMERICA NATL ASSOC,RI,48,35,0,5,40,1,1,0,23,Mar,0,100000.0,1,0.0,100000.0,50000.0
"DEAN C. REIFENSTAHL, JR., D.D.",SPENCER,MA,1562,WELLS FARGO BANK NATL ASSOC,IA,120,1,1,0,0,0,0,0,0,Oct,0,27000.0,0,9432.0,27000.0,24300.0
STURBRIDGE CANDY AND GIFT SHOP,STURBRIDGE,MA,1566,CITIZENS BANK NATL ASSOC,MA,84,5,0,0,5,1,1,0,44,Jan,0,28000.0,1,0.0,28000.0,14000.0
AMERICAN TRANSPORT,LANCASTER,MA,1601,COMMERCE BANK & TRUST COMPANY,MA,24,4,0,0,4,1,1,0,56,Apr,0,19361.0,1,0.0,15000.0,7500.0
SERV. FIRST TRUCKING & WAREHOU,WORCESTER,MA,1605,"FLAGSHIP BANK, A DIVISION OF",MA,60,4,0,0,0,0,0,1,0,Jan,0,45000.0,1,0.0,45000.0,40500.0
CERTIFIED TAPE & LABEL,WORCESTER,MA,1608,WORCESTER BUS. DEVEL CORP,MA,12,33,0,0,0,0,0,0,0,Mar,0,147000.0,1,0.0,147000.0,147000.0
MIRAGE RESTAURANT,FRAMINGHAM,MA,1701,MUTUALONE BANK,MA,60,3,1,0,0,0,0,1,0,Feb,0,4000.0,1,0.0,4000.0,3200.0
ANDY RODENHISER PLUMBING & HEA,HOLLISTON,MA,1746,BAY COLONY DEVEL CORP,MA,240,41,0,10,0,1,0,0,23,Sep,0,271000.0,1,0.0,271000.0,271000.0
OMT FASHIONS INC,MENDON,MA,1756,BANK OF AMERICA NATL ASSOC,MA,12,62,0,0,0,0,0,0,31,Mar,0,300000.0,1,0.0,300000.0,225000.0
FRED L. FOSTER DBA FRED L. FOS,MILFORD,MA,1757,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,0,0,23,Sep,0,15782.0,1,0.0,25000.0,12500.0
HONG KONG DELIGHT INC,NATICK,MA,1760,CITIZENS BANK NATL ASSOC,MA,84,7,0,0,7,1,1,0,72,Aug,0,35100.0,1,0.0,35000.0,17500.0
TECHBRIDGE CONSULTING INC,MIDDLESEX (MIDDLESEX VILLAGE),MA,1776,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,54,Aug,0,5000.0,1,0.0,5000.0,2500.0
"FAMILY LAW PRACTITIONERS, P.C.",WOBURN,MA,1801,CITIZENS BANK NATL ASSOC,RI,84,4,1,0,4,1,1,0,54,Apr,0,52346.0,1,0.0,40000.0,20000.0
Printex Inc.,WOBURN,MA,1801,EASTERN BANK,MA,84,10,0,0,0,1,1,0,54,Jun,0,93707.0,1,0.0,50000.0,25000.0
J & M LLC,FRAMINGHAM (TOWN OF),MA,1801,CENTURY BANK AND TRUST COMPANY,MA,13,1,1,5,1,1,1,0,31,Dec,0,80619.0,0,20771.0,50000.0,25000.0
NATIONAL SINGING SEMINARS INC,BURLINGTON,MA,1803,CITIZENS BANK NATL ASSOC,MA,84,1,0,2,1,1,1,0,61,Nov,0,41965.0,1,0.0,40000.0,20000.0
JVT ADVISORS,ANDOVER,MA,1810,EASTERN BANK,MA,84,4,0,0,4,1,1,0,54,Sep,0,150000.0,1,0.0,150000.0,75000.0
VALE LANDSCAPING INC,ANDOVER,MA,1810,CITIZENS BANK NATL ASSOC,RI,84,5,0,0,5,2,1,0,54,Sep,0,50985.0,1,0.0,25000.0,12500.0
NORTHEAST PRODUCTS,LAWRENCE,MA,1840,PENTUCKET BANK,MA,60,50,0,0,0,1,0,0,31,Apr,0,150000.0,1,0.0,150000.0,127500.0
FERROUS TECHNOLOGY INC,LAWRENCE,MA,1842,SANTANDER BANK NATL ASSOC,MA,120,67,0,0,0,0,0,0,31,Aug,0,225000.0,1,0.0,225000.0,168750.0
Nam Le dba Charlies Corner Sto,LOWELL,MA,1852,BANK OF AMERICA NATL ASSOC,RI,24,2,1,0,2,1,0,0,44,Apr,0,7000.0,1,0.0,7000.0,3500.0
KENDALL RELOCATING CORP,WINCHESTER (TOWN OF),MA,1890,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,54,Aug,0,225100.0,1,0.0,75000.0,37500.0
LeeAlessandrini,Lynn,MA,1904,EASTERN BANK,MA,84,1,0,0,0,1,1,0,56,Mar,0,46158.0,1,0.0,25000.0,12500.0
"Jaynes Industrial Moving, Inc.",LYNN,MA,1905,CENTURY BANK AND TRUST COMPANY,MA,60,3,0,0,3,1,0,0,48,Dec,0,45000.0,1,0.0,45000.0,40500.0
DRITAN VAKA TRUCKING,DANVERS (TOWN OF),MA,1923,DANVERSBANK,MA,27,1,1,0,1,1,1,0,48,May,0,39000.0,1,0.0,39000.0,19500.0
BONNIE'S INC,GLOUCESTER,MA,1930,BANK OF AMERICA NATL ASSOC,CT,240,6,0,0,0,0,0,0,0,Sep,0,186000.0,1,0.0,186000.0,158100.0
IPSWICH CLAMBAKE LOBSTER & SEA,IPSWICH,MA,1938,NEW ENGLAND CERT. DEVEL CORP,MA,240,12,0,16,12,1,0,0,42,Dec,0,224000.0,1,0.0,224000.0,224000.0
ALLEN'S PHARMACY,MANCHESTER,MA,1944,SANTANDER BANK NATL ASSOC,MA,240,12,0,0,0,0,0,0,44,Sep,0,384000.0,1,0.0,384000.0,288000.0
Mitchell Artist Representative,MARBLEHEAD,MA,1945,SANTANDER BANK NATL ASSOC,DE,60,2,0,0,2,1,1,0,54,Jan,0,225000.0,1,0.0,100000.0,50000.0
RASWARE INC,TOPSFIELD,MA,1983,SANTANDER BANK NATL ASSOC,DE,12,8,0,12,8,1,1,0,31,May,0,150000.0,1,0.0,150000.0,75000.0
"Trent Properties Group, Inc.",EAST WALPOLE,MA,2032,BANK OF AMERICA NATL ASSOC,NC,84,1,1,0,1,1,1,0,53,Jun,0,185000.0,1,0.0,100000.0,50000.0
LANDMARK SERVICES INC,MEDWAY (CENSUS NAME MEDWAY CEN,MA,2053,BANK OF AMERICA NATL ASSOC,RI,48,15,0,0,15,1,1,0,23,Jun,0,69184.0,1,0.0,55000.0,27500.0
Transition Assist LLC,Norwell,MA,2061,SOUTH SHORE BANK,MA,84,6,0,0,6,1,1,0,52,Sep,0,50000.0,1,0.0,50000.0,25000.0
VICTORIA HAYWARD SCHEPPS ATTOR,STOUGHTON (TOWN OF),MA,2072,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,2,1,1,0,54,May,0,159423.0,1,0.0,75000.0,37500.0
SATRAN AND ASSOCIATES,WEST MEDWAY,MA,2090,BANK OF AMERICA NATL ASSOC,RI,48,4,0,4,8,1,1,0,54,Nov,0,77587.0,1,0.0,50000.0,25000.0
NE Frog Pond LLC,BOSTON,MA,2116,LEADER BANK NATL ASSOC,MA,12,40,1,10,40,1,1,0,31,May,1,500000.0,1,0.0,500000.0,250000.0
R & S REALTY TRUST,DORCHESTER,MA,2125,BOSTON LOCAL DEVELOPMENT,MA,240,23,0,6,17,0,0,0,42,Feb,0,293000.0,1,0.0,293000.0,293000.0
"Fliteline Electronics, Avionic",Boston,MA,2128,CAPITAL ONE NATL ASSOC,VA,17,9,0,0,0,1,0,0,48,Oct,0,50000.0,0,18958.0,50000.0,25000.0
A&M PAPER CONVERTING & SALES,EAST BOSTON,MA,2128,SANTANDER BANK NATL ASSOC,DE,242,6,0,0,0,0,0,0,42,Jun,0,100000.0,1,0.0,100000.0,80000.0
Robert Donayre,CAMBRIDGE,MA,2138,BANK OF AMERICA NATL ASSOC,NC,84,1,1,0,1,1,1,0,51,Jul,0,13800.0,1,0.0,10000.0,5000.0
SPIDERSPLAT CONSULTING INC,CAMBRIDGE,MA,2139,BANK OF AMERICA NATL ASSOC,RI,48,5,0,5,10,1,1,0,54,Aug,0,12500.0,1,0.0,12500.0,6250.0
LOTUS LOGIC INC,CAMBRIDGE,MA,2139,BANK OF AMERICA NATL ASSOC,RI,48,4,0,0,4,1,1,0,54,Mar,0,15000.0,1,0.0,15000.0,7500.0
EARLE III BUILDING MAINTENANCE,CAMBRIDGE,MA,2140,CITIZENS BANK NATL ASSOC,RI,60,3,0,0,3,1,0,0,56,Dec,0,28300.0,1,0.0,28300.0,14150.0
"WATZMAN & KEYES, INC.",CAMBRIDGE,MA,2142,NEW ENGLAND CERT. DEVEL CORP,MA,240,74,0,53,21,0,0,0,0,Nov,0,459000.0,1,0.0,459000.0,459000.0
EASTERN SPICES & FOOD,SOMERVILLE,MA,2144,CENTURY BANK AND TRUST COMPANY,MA,60,2,1,0,0,0,0,0,0,Feb,0,20000.0,1,0.0,20000.0,18000.0
"Low Price Distribution,. Inc.",EVERETT,MA,2149,BANK OF AMERICA NATL ASSOC,NC,84,8,0,0,8,1,0,0,42,Apr,0,50000.0,1,0.0,50000.0,25000.0
IMPRESSIONS PAINTING & DESIGN,EVERETT,MA,2149,CITIZENS BANK NATL ASSOC,RI,66,5,0,0,5,1,0,0,23,Aug,0,45000.0,0,45000.0,45000.0,22500.0
SIR SPEEDY PRINTING CENTER,WALTHAM,MA,2154,BANK OF AMERICA NATL ASSOC,CT,90,18,0,0,0,0,0,0,0,Aug,1,155000.0,1,0.0,155000.0,103850.0
BEST INSTALLATIONS INC,WALTHAM,MA,2154,AURORA BANK FSB,CO,12,29,0,0,0,0,1,0,0,Nov,0,150000.0,1,0.0,150000.0,112500.0
DR. LYNN A. BADEN,NEWTON,MA,2159,CITIZENS BANK NATL ASSOC,MA,12,1,0,0,0,0,1,0,0,Aug,0,50064.0,1,0.0,50000.0,25000.0
NEW ENGLAND STEEL TANK LLC,QUINCY,MA,2169,CENTURY BANK AND TRUST COMPANY,MA,61,10,0,0,0,1,0,0,31,Jan,0,732000.0,0,651611.0,732000.0,549000.0
CAFE MANGAL,WELLESLEY,MA,2181,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,3,1,1,0,72,Mar,0,121766.0,1,0.0,50000.0,25000.0
HEALTH CARE COSMETOLOGY SERVIC,BRAINTREE,MA,2184,BANK OF AMERICA NATL ASSOC,RI,48,41,0,10,51,1,1,0,81,Oct,0,45538.0,1,0.0,25000.0,12500.0
BOSTON MAILING COMPANY INC,BOSTON,MA,2210,CITIZENS BANK NATL ASSOC,RI,84,7,0,0,7,1,1,0,42,Jan,0,107196.0,1,0.0,70000.0,35000.0
POOL N PLAY INC,BROCKTON,MA,2304,BRIDGEWATER SAVINGS BANK,MA,60,3,0,0,3,1,1,0,44,Mar,0,229697.0,1,0.0,75000.0,37500.0
MONAHAN CUMMINS INC,HANOVER,MA,2339,CITIZENS BANK NATL ASSOC,RI,84,4,0,0,4,1,1,0,44,Sep,0,22338.0,1,0.0,10000.0,5000.0
"PLYMOUTH PINE, INC.",MIDDLEBORO,MA,2346,CITIZENS BANK NATL ASSOC,RI,60,1,1,0,1,1,0,0,31,Apr,0,15000.0,1,0.0,15000.0,7500.0
KING COLLISION CTR OF PLYMOUTH,PEMBROKE,MA,2359,SOUTH EASTERN ECONOMIC DEVEL C,MA,240,18,0,13,0,0,0,0,81,May,0,556000.0,1,0.0,556000.0,556000.0
B & C TOOLING CO INC,WHITMAN (TOWN OF),MA,2382,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,3,1,1,0,31,Mar,0,165219.0,1,0.0,75000.0,37500.0
PRO-TECK SERVICES LTD,WALTHAM,MA,2453,CITIZENS BANK NATL ASSOC,MA,84,18,0,2,18,1,1,0,0,Nov,0,246476.0,1,0.0,100000.0,50000.0
BELMONT MOTORWORKS INC,WALTHAM,MA,2453,CITIZENS BANK NATL ASSOC,RI,84,6,0,0,6,1,1,0,81,Dec,0,189881.0,1,0.0,75000.0,37500.0
Ronald D. Birnbaum CLU ChFC CA,Newton,MA,2458,CENTURY BANK AND TRUST COMPANY,MA,48,1,0,0,1,1,1,0,52,Oct,0,57893.0,1,0.0,25000.0,12500.0
LOGO WORKS,NEWTON,MA,2465,BOSTON PRIVATE BK & TR CO,MA,24,1,0,0,1,1,1,0,54,Mar,0,344750.0,1,0.0,100000.0,50000.0
BK LIM & CO. LLC,ARLINGTON,MA,2476,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,0,0,81,Feb,0,5000.0,1,0.0,5000.0,2500.0
UNIVERSAL TRADING & CONSULTATI,WELLESLEY,MA,2482,CITIZENS BANK NATL ASSOC,RI,60,12,0,8,20,1,0,0,72,Jun,0,13700.0,1,0.0,13700.0,6850.0
LUMILINE INC.,HYANNIS,MA,2601,CITIZENS BANK NATL ASSOC,RI,35,1,1,0,1,1,1,0,42,Aug,0,49367.0,0,19983.0,20000.0,10000.0
"THOMAS MEIZINGER, JR. DBA SPEC",HYANNIS,MA,2601,CITIZENS BANK NATL ASSOC,RI,38,1,0,0,1,1,1,0,53,Mar,0,15000.0,0,10000.0,10000.0,5000.0
MKM Fire Technologies,FAIRHAVEN,MA,2719,ROCKLAND TRUST COMPANY,MA,60,4,1,0,4,2,0,0,54,Jan,0,28045.0,1,0.0,28045.0,14022.0
"Blumen, Inc.",FALL RIVER,MA,2720,BANKFIVE,MA,84,5,0,1,5,1,0,0,44,Apr,0,175000.0,1,0.0,175000.0,87500.0
Linda M Keyes Electrology,FALL RIVER,MA,2720,BANKFIVE,MA,60,1,0,0,1,1,0,0,81,Apr,0,10800.0,1,0.0,10800.0,5400.0
Ultimate Body Bronzing,FALL RIVER,MA,2721,BANK OF AMERICA NATL ASSOC,NC,21,5,0,1,6,1,1,0,81,Jul,0,29403.0,0,9184.0,17500.0,8750.0
CHURCH ST GARAGE INC,NEW BEDFORD,MA,2745,CITIZENS BANK NATL ASSOC,MA,84,1,0,0,1,1,1,0,81,Aug,0,35000.0,1,0.0,35000.0,17500.0
"Tower Square Jewelers, Inc",NORTH ATTLEBORO,MA,2760,SANTANDER BANK NATL ASSOC,DE,60,2,0,0,2,1,1,0,44,Oct,0,22000.0,1,0.0,21000.0,10500.0
MASSPRO INC,PLAINVILLE,MA,2762,COASTWAY COMMUNITY BANK,RI,36,150,0,0,150,1,1,0,0,Oct,0,150000.0,1,0.0,150000.0,75000.0
JERSEY MIKE'S SUBS,RAYNHAM,MA,2767,FIRST-CITIZENS BK & TR CO,NC,123,2,1,0,0,1,0,0,72,Aug,1,189000.0,1,0.0,189000.0,141750.0
S.P.A.R Automotive Machine LLC,SEEKONK,MA,2771,BANK OF AMERICA NATL ASSOC,NC,51,1,0,0,1,1,1,0,81,Jun,0,18500.0,0,10000.0,11500.0,5750.0
ODD DUCK INK INCORPORATED,SEEKONK (TOWN OF),MA,2771,BANK OF AMERICA NATL ASSOC,RI,36,1,0,0,1,2,1,0,51,Aug,0,5000.0,1,0.0,5000.0,2500.0
LAFFAN FINANCIAL SERVICES,TAUNTON,MA,2780,BANK OF AMERICA NATL ASSOC,CT,84,1,0,0,0,0,0,1,0,Jun,0,30000.0,1,0.0,30000.0,27000.0
"BRISTOL HARBOR BOATS, INC.",BRISTOL,RI,2809,CITIZENS BANK NATL ASSOC,RI,84,3,1,0,3,1,1,0,31,Oct,0,220999.0,1,0.0,50000.0,25000.0
BASICALLY BRITISH,BRISTOL,RI,2809,SLADE'S FERRY BANCORP,MA,121,2,0,0,0,2,0,0,44,Feb,0,48690.0,1,0.0,65000.0,52000.0
J Ruotolo Construction Inc. (T,CHEPACHET,RI,2814,BANK RHODE ISLAND,RI,48,3,0,0,0,2,0,0,23,Feb,0,145000.0,1,0.0,145000.0,72500.0
DUBE BROS MOVING & STORAGE L.L,COVENTRY,RI,2816,CITIZENS BANK NATL ASSOC,RI,44,3,1,0,3,1,0,0,48,Apr,0,40000.0,0,34267.0,40000.0,20000.0
S & T HARDWARE INC,COVENTRY (WASHINGTON),RI,2816,CITIZENS BANK NATL ASSOC,RI,84,14,0,0,14,1,1,0,44,Sep,0,86480.0,1,0.0,30000.0,15000.0
BLUE PARROT RESTAURANT & EAST,EAST GREENWICH,RI,2818,"BUSINESS LOAN CENTER, LLC",SC,240,10,0,0,0,1,0,0,72,Jun,0,835000.0,1,0.0,835000.0,626250.0
"JAZZERCISE FITNESS CENTER, LLC",GREENVILLE,RI,2828,CITIZENS BANK NATL ASSOC,RI,60,1,1,0,1,1,1,0,71,Jan,0,10000.0,1,0.0,10000.0,5000.0
LYNCH ELECTRIC INC,JAMESTOWN,RI,2835,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,2,1,1,0,23,Apr,0,5009.0,1,0.0,5000.0,2500.0
"NORDIC DESIGN, INC.",NEWPORT,RI,2840,SANTANDER BANK NATL ASSOC,PA,12,6,0,0,0,2,0,0,0,Jun,0,450000.0,1,0.0,450000.0,337500.0
NEW ENGLAND TONER SERVICE,PORTSMOUTH,RI,2842,"TEXTRON BUSINESS CREDIT, INC.",RI,84,5,0,0,0,2,0,0,42,Feb,0,190000.0,1,0.0,190000.0,142500.0
SEA TOW OF RHODE ISLAND,NORTH KINGSTOWN (LOCAL NAME WI,RI,2852,BANK RHODE ISLAND,RI,46,2,0,0,2,2,1,0,48,Jan,1,170000.0,1,0.0,85000.0,42500.0
"RRL, Inc. d/b/a The Refridgera",NORTH SCITUATE,RI,2857,WASHINGTON TR CO OF WESTERLY,RI,84,2,0,0,0,2,1,0,53,May,0,25000.0,1,0.0,25000.0,12500.0
CHUM'S ELECTRO & HARDWARE,PASCOAG,RI,2859,BANK OF AMERICA NATL ASSOC,NC,82,1,0,0,1,2,1,0,44,May,0,32500.0,1,0.0,10500.0,5250.0
PRECISION REPLACEMENT PARTS,PAWTUCKET,RI,2861,BANK OF AMERICA NATL ASSOC,NC,84,2,0,0,0,0,0,0,0,Dec,0,50000.0,1,0.0,50000.0,45000.0
NORTON SUPPLY CO. INC.,CENTRAL FALLS,RI,2863,OCEAN ST. BUS. DEVEL AUTHORITY,RI,240,10,0,2,10,0,0,0,0,Nov,0,125000.0,1,0.0,125000.0,125000.0
JOHN G SKURKA,CUMBERLAND,RI,2864,CITIZENS BANK NATL ASSOC,RI,24,3,0,0,3,1,0,0,23,Mar,0,36000.0,0,24596.0,36000.0,18000.0
"All Island Landscape, Inc.",PORTSMOUTH,RI,2871,BANKNEWPORT,RI,84,45,0,0,45,1,1,0,56,Apr,0,314305.0,1,0.0,150000.0,75000.0
HEAVENLY HAM,PORTSMOUTH,RI,2871,BANKNEWPORT,RI,120,3,1,0,0,0,0,0,0,Aug,0,140000.0,1,0.0,140000.0,126000.0
INDIVIDUAL ICONS,WARREN,RI,2885,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,2,1,0,31,Mar,0,15000.0,1,0.0,15000.0,7500.0
Danilo Dilone dba Dilone's Mar,WOONSOCKET,RI,2895,BANK OF AMERICA NATL ASSOC,RI,18,1,0,0,1,1,0,0,44,Feb,0,30000.0,0,13753.0,30000.0,15000.0
SILHOUETTES,WOONSOCKET,RI,2895,BANK RHODE ISLAND,RI,24,8,0,4,12,2,1,0,0,May,0,150000.0,1,0.0,150000.0,75000.0
GREAT ROAD GENERAL INC,PROVIDENCE,RI,2896,CITIZENS BANK NATL ASSOC,RI,84,19,0,4,19,1,1,0,44,Apr,0,5000.0,1,0.0,5000.0,2500.0
"L'EPICUREO, INC.",PROVIDENCE,RI,2903,ADMIRALS BANK,MA,240,15,0,0,0,0,0,0,0,Dec,0,130000.0,1,0.0,130000.0,97500.0
"KAPLAN'S BAKERY, INC.",PROVIDENCE,RI,2906,BANK OF AMERICA NATL ASSOC,RI,156,10,1,0,0,0,0,0,0,Mar,0,100000.0,0,0.0,100000.0,90000.0
"ARCH LIGHTING GROUP, INC.",TAUNTON,RI,2906,SANTANDER BANK NATL ASSOC,DE,120,25,1,0,0,1,0,0,31,Jul,0,500000.0,1,0.0,500000.0,375000.0
THE VILLAGE GOLDSMITH,CRANSTON,RI,2910,HOME LOAN INVEST BANK F.S.B.,RI,84,4,0,0,0,0,0,0,31,Mar,0,40000.0,1,0.0,40000.0,32000.0
PERFORMANCE PHYSICAL THERAPY,E. PROVIDENCE,RI,2915,INDEPENDENCE BANK,RI,120,22,0,0,0,1,0,0,62,Nov,0,1265000.0,1,0.0,1265000.0,948750.0
STORK'S NEST CHILD ACADEMY,SMITHFIELD,RI,2917,BRISTOL COUNTY SAVINGS BANK,MA,120,97,0,0,0,1,0,0,62,Feb,0,600000.0,1,0.0,600000.0,450000.0
D. Delfino Concrete & Construc,JOHNSTON,RI,2919,BANK RHODE ISLAND,RI,83,2,0,0,0,2,1,0,31,Apr,0,5000.0,1,0.0,5000.0,2500.0
ALL STATE LOCKSMITHS,JOHNSTON,RI,2919,CITIZENS BANK NATL ASSOC,RI,84,5,1,0,0,0,0,1,0,Oct,0,20000.0,1,0.0,20000.0,16000.0
John P. Silvaggio dba Aster To,CRANSTON,RI,2920,BANK RHODE ISLAND,RI,4,1,0,0,0,2,1,0,48,Jun,0,20000.0,0,14192.0,20000.0,10000.0
"Design Fabricators, Inc.",CRANSTON,RI,2920,CITIZENS BANK NATL ASSOC,RI,204,54,0,0,0,0,0,0,0,Mar,0,700000.0,1,0.0,700000.0,525000.0
"PRAGMATECH SOFTWARE, INC.",AMHERST,NH,3031,GRANITE ST. ECONOMIC DEVEL COR,NH,240,52,0,4,48,0,0,0,54,Mar,0,110000.0,1,0.0,110000.0,110000.0
AMHERST INSULATION & FIRE STOP,AMHERST,NH,3031,CITIZENS BANK NATL ASSOC,RI,84,11,0,0,11,1,1,0,23,Dec,0,25100.0,1,0.0,25000.0,12500.0
JEFFREY MANSON BUILDERS,AMHERST,NH,3031,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,2,1,0,23,Mar,0,33154.0,1,0.0,10000.0,5000.0
GREAT NIPPON EDUTAINMENT CORP.,GOFFSTOWN,NH,3045,CITIZENS BANK NATL ASSOC,NH,60,7,1,0,0,0,0,1,0,Jan,0,50000.0,1,0.0,50000.0,45000.0
GBAY,HUDSON,NH,3051,CITIZENS BANK NATL ASSOC,RI,84,10,0,0,1,1,1,0,42,Sep,0,24763.0,1,0.0,20000.0,17000.0
ROADWAY EXCAVATORS INC,LONDONDERRY,NH,3053,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,23,Apr,0,97021.0,1,0.0,50000.0,25000.0
Keith B. Hill,MERRIMACK,NH,3054,SANTANDER BANK NATL ASSOC,DE,81,4,0,0,4,1,0,0,23,Jun,0,5000.0,1,0.0,5000.0,2500.0
"Trend Systems, LLC",MERRIMACK,NH,3054,BANK OF AMERICA NATL ASSOC,NC,50,12,1,0,12,1,0,0,23,Jun,0,180000.0,0,100000.0,100000.0,50000.0
PHARAOH CONSTRUCTION INC,NASHUA,NH,3063,BANK OF AMERICA NATL ASSOC,RI,21,35,0,15,20,1,1,0,23,Jul,0,180578.0,0,85679.0,100000.0,50000.0
Thomas U Favorite Enterprises,NASHUA,NH,3064,BANK OF AMERICA NATL ASSOC,NC,84,3,1,0,0,1,1,0,56,Dec,1,135647.0,1,0.0,41000.0,20500.0
"SONIC COMMUNICATIONS, INC.",NEW IPSWICH,NH,3071,CITIZENS BANK NATL ASSOC,NH,120,19,0,0,0,0,0,0,31,Jul,0,180000.0,1,0.0,180000.0,144000.0
"JAMES F. DICKERSON, DMD, PC",SALEM,NH,3079,GRANITE ST. ECONOMIC DEVEL COR,NH,240,9,0,4,5,0,0,0,62,Oct,0,113000.0,1,0.0,113000.0,113000.0
"POWERHOUSE ELECTRONICS, INC.",SALEM,NH,3079,CITIZENS BANK NATL ASSOC,NH,120,9,0,0,0,0,0,0,42,Jun,0,250000.0,1,0.0,250000.0,212500.0
PARTY MAKERS,MANCHESTER,NH,3101,BANK OF AMERICA NATL ASSOC,RI,48,1,0,0,1,1,1,0,44,Aug,0,10800.0,1,0.0,10300.0,5150.0
TWIN PRESS,MANCHESTER,NH,3102,"OCEAN BANK, A DIVISION OF",NH,60,8,0,0,0,0,0,1,0,Apr,0,70000.0,1,0.0,70000.0,63000.0
"KEYSTONE PRESS, LLC",MANCHESTER,NH,3103,CITIZENS BANK NATL ASSOC,RI,84,4,0,0,4,1,0,0,31,Jan,0,215000.0,1,0.0,215000.0,107500.0
TRACTOR TRAILER SCHOOL OF NH,HOOKSETT,NH,3106,GRANITE ST. ECONOMIC DEVEL COR,NH,240,164,0,14,150,0,0,0,0,Nov,0,476000.0,1,0.0,476000.0,476000.0
PINE HILL MARKET,LACONIA,NH,3246,BANK OF NEW HAMPSHIRE,NH,180,4,0,0,0,0,0,0,0,Nov,0,55000.0,1,0.0,55000.0,49500.0
LAKES REGION FLORAL STUDIO LLP,LACONIA,NH,3246,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,2,1,1,0,44,Jul,0,17923.0,1,0.0,10000.0,5000.0
DANA N BARTLETT DMD,LINCOLN,NH,3251,CITIZENS BANK NATL ASSOC,RI,60,2,0,0,2,1,1,0,62,Jun,0,100000.0,1,0.0,100000.0,50000.0
"Mary Stewart, PLLC",CONCORD,NH,3301,NORTHWAY BANK,NH,84,1,1,0,1,1,1,0,54,Jan,0,52285.0,1,0.0,25000.0,12500.0
"NORTHERN DESIGN PRECAST, INC.",LOUDON,NH,3301,"TD BANK, NATIONAL ASSOCIATION",DE,84,22,0,0,0,2,0,0,31,Jun,0,14000.0,1,0.0,14000.0,11200.0
PROTOTEK SHEETMETAL FABRICATN.,BOSCAWEN,NH,3303,NORTHWAY BANK,NH,60,15,0,0,0,0,0,0,0,Feb,0,75000.0,1,0.0,75000.0,60000.0
"NAUMBURGER, LLC.",KEENE,NH,3431,SAVINGS BANK OF WALPOLE,NH,60,3,0,0,3,2,0,0,44,Dec,0,28400.0,1,0.0,28400.0,14200.0
"NORMAN P. SYLVAIN, DMD",MARLBOROUGH,NH,3455,"TD BANK, NATIONAL ASSOCIATION",DE,240,4,0,0,0,0,0,0,62,Jul,0,86000.0,1,0.0,86000.0,73100.0
"Bagel Depot of Littleton, Inc.",LITTLETON,NH,3561,MASCOMA SAVINGS BANK,VT,48,2,0,0,2,2,0,0,72,Dec,0,15000.0,1,0.0,15000.0,7500.0
Sonny & Toni's Pizza,BERLIN,NH,3570,NORTHWAY BANK,NH,84,4,0,0,4,2,0,0,72,Jul,0,14979.0,1,0.0,15000.0,7500.0
BP AUGER BUILDING COMPANY INC,PORTSMOUTH,NH,3701,CENTRIX BANK & TRUST,NH,12,7,0,3,7,2,1,0,23,Apr,0,199224.0,1,0.0,100000.0,50000.0
"PREFERRED TECHNOLGIES GROUP,",HANOVER,NH,3755,"LAKE SUNAPEE BANK, FSB",VT,12,7,0,0,0,0,0,0,54,Oct,0,100000.0,1,0.0,100000.0,80000.0
"YUDY'S OF PORTSMOUTH, INC.",PORTSMOUTH,NH,3801,GRANITE ST. ECONOMIC DEVEL COR,NH,240,34,0,22,12,0,0,0,0,Apr,0,331000.0,1,0.0,331000.0,331000.0
